City,Insurer,Q1,Q2,Q5a,Q8_1
JAIPUR,ICICI Lombard,7,,,9.0
KANPUR,ACKO,7,,8.0,7.0
LUDHIANA,ICICI Lombard,3,6.0,5.0,
KOLKATA,Bagic,7,3.0,8.0,
HYDERABAD,ICICI Lombard,10,,9.0,8.0
INDORE,Go Digit,7,,,9.0
HYDERABAD,Bagic,9,,,7.0
KANPUR,Tata AIG,9,9.0,,
BANGALORE,ACKO,10,10.0,,
HYDERABAD,HDFC Ergo,10,,9.0,10.0
KANPUR,ICICI Lombard,10,,,9.0
AHMEDABAD,ACKO,8,,,8.0
MUMBAI,Go Digit,9,,,9.0
JAIPUR,ACKO,8,,9.0,10.0
AHMEDABAD,Bagic,8,,,9.0
AHMEDABAD,National Insurance,10,,,10.0
HYDERABAD,Tata AIG,10,,10.0,9.0
HYDERABAD,Bagic,7,,,10.0
INDORE,Bagic,10,,,10.0
KOLKATA,ICICI Lombard,10,,,9.0
LUDHIANA,Bagic,10,,10.0,10.0
HYDERABAD,New India,9,,10.0,10.0
JAIPUR,Go Digit,10,,10.0,9.0
KANPUR,Go Digit,9,,,9.0
LUDHIANA,New India,10,,,8.0
HYDERABAD,Go Digit,9,,9.0,10.0
KOLKATA,HDFC Ergo,9,10.0,10.0,
BANGALORE,ACKO,9,,9.0,8.0
KANPUR,ICICI Lombard,10,,,9.0
DELHI,HDFC Ergo,9,,10.0,10.0
KOLKATA,HDFC Ergo,8,,,6.0
PUNE,ACKO,10,,,8.0
MUMBAI,Bagic,7,,,9.0
MUMBAI,National Insurance,9,,,10.0
PUNE,Tata AIG,9,,,10.0
AHMEDABAD,New India,10,,9.0,9.0
HYDERABAD,National Insurance,5,,,3.0
BANGALORE,National Insurance,9,,,7.0
BANGALORE,Bagic,10,,,9.0
AHMEDABAD,Bagic,10,,,10.0
AHMEDABAD,Tata AIG,9,,10.0,7.0
HYDERABAD,Tata AIG,8,,,10.0
CHENNAI,ACKO,10,,10.0,9.0
HYDERABAD,National Insurance,10,,,10.0
MUMBAI,New India,9,,,7.0
KANPUR,New India,8,,9.0,7.0
JAIPUR,Tata AIG,8,9.0,,
HYDERABAD,HDFC Ergo,2,,,2.0
HYDERABAD,National Insurance,10,,9.0,10.0
AHMEDABAD,ICICI Lombard,10,,,10.0
AHMEDABAD,National Insurance,10,,,9.0
BANGALORE,National Insurance,8,9.0,7.0,
BANGALORE,HDFC Ergo,10,,,10.0
AHMEDABAD,Go Digit,10,,,8.0
CHENNAI,HDFC Ergo,7,,,7.0
BANGALORE,Go Digit,9,9.0,,
KOLKATA,National Insurance,7,,,8.0
KOLKATA,ACKO,8,,,8.0
INDORE,HDFC Ergo,10,,,10.0
CHENNAI,National Insurance,10,,,9.0
MUMBAI,Go Digit,10,,9.0,8.0
KOLKATA,Bagic,9,9.0,,
AHMEDABAD,New India,6,,,6.0
AHMEDABAD,Bagic,9,,7.0,10.0
KOLKATA,Bagic,10,8.0,,
CHENNAI,ICICI Lombard,10,8.0,10.0,
PUNE,Bagic,10,,,9.0
BANGALORE,HDFC Ergo,8,7.0,7.0,
DELHI,ACKO,2,8.0,5.0,
HYDERABAD,ICICI Lombard,5,,4.0,8.0
JAIPUR,ACKO,4,,,3.0
CHENNAI,National Insurance,9,,,8.0
CHENNAI,HDFC Ergo,9,9.0,,
BANGALORE,ACKO,1,,,3.0
LUDHIANA,ICICI Lombard,9,,9.0,8.0
DELHI,Go Digit,9,,,7.0
MUMBAI,HDFC Ergo,9,10.0,,
KOLKATA,ICICI Lombard,9,,,9.0
CHENNAI,HDFC Ergo,8,,,7.0
DELHI,Bagic,9,,,10.0
JAIPUR,Bagic,9,,,10.0
INDORE,National Insurance,5,,5.0,6.0
CHENNAI,National Insurance,9,,10.0,9.0
DELHI,Go Digit,9,,,9.0
PUNE,Tata AIG,7,,3.0,6.0
HYDERABAD,Tata AIG,8,,,6.0
KANPUR,Bagic,10,,,9.0
DELHI,Tata AIG,9,,9.0,9.0
INDORE,ICICI Lombard,8,,9.0,9.0
INDORE,HDFC Ergo,10,,,9.0
HYDERABAD,Bagic,9,,,9.0
KANPUR,Bagic,9,,9.0,9.0
BANGALORE,ICICI Lombard,9,,,8.0
BANGALORE,National Insurance,7,,,9.0
HYDERABAD,New India,4,7.0,7.0,
DELHI,Bagic,10,9.0,,
PUNE,ACKO,2,,,4.0
AHMEDABAD,Bagic,9,,,9.0
CHENNAI,New India,8,9.0,10.0,
BANGALORE,ICICI Lombard,9,,,9.0
AHMEDABAD,National Insurance,10,9.0,,
HYDERABAD,National Insurance,9,,,9.0
CHENNAI,Tata AIG,9,,,8.0
PUNE,Go Digit,10,,,10.0
LUDHIANA,New India,1,5.0,3.0,
INDORE,New India,8,,,7.0
KANPUR,HDFC Ergo,10,,,10.0
KOLKATA,ACKO,6,,,6.0
LUDHIANA,National Insurance,9,10.0,8.0,
LUDHIANA,HDFC Ergo,4,,,5.0
HYDERABAD,ACKO,10,,,8.0
JAIPUR,New India,9,10.0,,
KANPUR,HDFC Ergo,9,9.0,,
AHMEDABAD,Tata AIG,2,,,4.0
CHENNAI,Tata AIG,7,,,6.0
HYDERABAD,ACKO,9,10.0,,
LUDHIANA,Tata AIG,9,,7.0,10.0
LUDHIANA,New India,10,,,10.0
DELHI,Bagic,10,,,10.0
AHMEDABAD,HDFC Ergo,9,,,9.0
INDORE,ICICI Lombard,10,,,8.0
HYDERABAD,ICICI Lombard,10,,,10.0
DELHI,National Insurance,2,8.0,,
AHMEDABAD,ICICI Lombard,9,,,10.0
KOLKATA,National Insurance,9,,10.0,9.0
INDORE,Tata AIG,9,10.0,,
